1,FB1,0.7,0,0,0,0,static,3500,0,0,1,12,8000,0
2,FB2,2,1,0.5,0.5,0,static,3000,1500,0,1,15,8000,8000
3,FB3,3,0,0,0,0,static,1500,0,0,2.5,25,8000,0
4,FB4,5,4,2,0,5,static,2000,0,1500,6,20,8000,8000
5,FB5,1,0.5,0,0,2,static,2000,0,1500,2,20,8000,8000
6,FB6,1.5,2.5,2,0,0,static,1750,0,0,2.5,25,8000,0
7,FB7,1.1,1.9,1,0,0.4,static,1750,0,1500,2.5,40,8000,8000
8,FB8,1.5,1,2.5,0,0,static,2000,0,0,0.2,30,8000,0
9,FB9,2.9,0.4,0.2,0,0,static,2500,0,0,0.2,25,8000,0
10,FB10,3,2,5,0,2,static,2000,0,1500,1,25,8000,8000
11,FB11,1.5,4.5,5.5,0,0,static,1500,0,0,1,15,8000,0
12,FB12,4,14,16.5,0,0,static,1500,0,0,2.3,20,8000,0
13,FB13,7,23,28.1,0,0,static,1500,0,0,3,25,8000,0
14,FB1B,0.7,0,0,0,0,static,3500,0,0,1,32,8000,0
15,FB2B,2,1,0.5,0.5,0,static,3000,1500,0,1,35,8000,8000
16,FB3B,3,0,0,0,0,static,1500,0,0,2.5,45,8000,0
17,FB4B,5,4,2,0,5,static,2000,0,1500,6,40,8000,8000
18,FB5B,1,0.5,0,0,2,static,2000,0,1500,2,40,8000,8000
19,FB6B,1.5,2.5,2,0,0,static,1750,0,0,2.5,45,8000,0
20,FB7B,1.1,1.9,1,0,0.4,static,1750,0,1500,2.5,60,8000,8000
21,FB8B,1.5,1,2.5,0,0,static,2000,0,0,0.2,50,8000,0
22,FB9B,2.9,0.4,0.2,0,0,static,2500,0,0,0.2,45,8000,0
23,FB10B,3,2,5,0,2,static,2000,0,1500,1,45,8000,8000
24,FB11B,1.5,4.5,5.5,0,0,static,1500,0,0,1,35,8000,0
25,FB12B,4,14,16.5,0,0,static,1500,0,0,2.3,40,8000,0
26,FB13B,7,23,28.1,0,0,static,1500,0,0,3,45,8000,0
27,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,
91,-,urban/suburban,,,,,,,,,,,,
92,-,snow/ice,,,,,,,,,,,,
93,-,agricultural,field,,,,,,,,,,,
94,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,
98,-,open,water,,,,,,,,,,,
99,-,bare,ground,,,,,,,,,,,
100,,,,,,,,,,,,,,
101,GR1,0.1,0,0,0.3,0,static,2200,2000,0,0.4,15,8000,8000
102,GR2,0.1,0,0,1,0,static,2000,1800,0,1,15,8000,8000
103,GR3,0.1,0.4,0,1.5,0,static,1500,1300,0,2,30,8000,8000
104,GR4,0.3,0,0,1.9,0,static,2000,1800,0,2,15,8000,8000
